BindingDB MonomerID,IC50 (nM),Ligand SMILES
wild_50590217,4.8,Cn1cc(cn1)-c1cccc(n1)C(=O)Nc1cc(ncc1C(F)(F)F)N1CC(O)C1
wild_50590221,1,Cn1cc(cn1)-c1cccc(n1)C(=O)Nc1cc(ncc1C(F)(F)F)N1CC[C@H](C1)C(C)(C)O
wild_50590220,2,Cn1cc(cn1)-c1cccc(n1)C(=O)Nc1cc(ncc1C(F)(F)F)N1CC2(CC1C2)C(C)(C)O
wild_50590213,53,Cn1cc(cn1)-c1cccc(n1)C(=O)Nc1cnn(c1)C1CCC1
wild_678099,41.7,Cn1cc(cn1)-c1cccc(n1)C(=O)Nc1cnn(CC2CCC2)c1
wild_50536679,3.1,Cn1cc(cn1)-c1cnc2c(cnn2c1)-c1csc(c1)C(=O)N[C@@H]1CCCC[C@@H]1N
wild_678111,1122,Cn1cc(cn1)-c1cncc(n1)C(=O)Nc1cnn(c1)C1CCC1
wild_50603030,12,Cn1cc(cn1)-c1n[nH]c2ccc(N[C@@H]3CCCc4cc(ccc34)C#N)cc12
wild_50507965,130,Cn1cc(cn1)-c1n[nH]c2ccnc(NC3CCCCC3)c12
wild_678120,14.5,Cn1cc(cn1)-c1nc(cs1)C(=O)Nc1cn(nc1C1CC1)C1CC1
wild_678119,17.4,Cn1cc(cn1)-c1nc(cs1)C(=O)Nc1cn(nc1C1CC1)C1CCC1
wild_50590210,14,Cn1cc(cn1)-c1nc(cs1)C(=O)Nc1cnn(c1)C1CCC1
wild_678118,18.2,Cn1cc(cn1)-c1nc(cs1)C(=O)Nc1cnn(CC2CCC2)c1
wild_50590212,33.9,Cn1cc(cn1)-c1nccc(n1)C(=O)Nc1cnn(c1)C1CCC1
wild_677983,11.2,Cn1cc(cn1)-c1nn(C)cc1NC(=O)c1csc(n1)-c1cn[nH]c1
wild_50057027,373,Cn1cc(cn1)-c1nnc2ccc(Sc3cc(Cl)ccc3Cl)nn12
wild_551354,5.78,CN1CC(n2c(Cc3cc(C)on3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551388,2.62,CN1CC(n2c(Cc3cn4nc(C)sc4n3)nc3cnc4ccc(F)cc4c23)C(F)(F)C1
wild_50508759,3.3,CN1CC(n2c(Cc3cnc(C)cn3)nc3cnc4ccc(cc4c23)C#N)C(F)(F)C1
wild_551353,5.06,CN1CC(n2c(Cc3cnc(C)cn3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551387,10.2,CN1CC(n2c(Cc3ncn(C)n3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551392,13.9,CN1CC(n2c(Cc3nnc(C)s3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551335,4.59,CN1CC(n2c(Cc3noc(C)n3)nc3cnc4ccc(cc4c23)C#N)C(F)(F)C1
wild_551348,8.13,CN1CC(n2c(Cc3noc(C)n3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_50508758,0.94,CN1CC(n2c(Cn3cc(C)nn3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551350,2.8,CN1CC(n2c(Cn3cc(nn3)C3CC3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551346,5.87,CN1CC(n2c(Cn3cncn3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551386,6.66,CN1CC(n2c(Cn3cnnn3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_50508760,3.3,CN1CC(n2c(Cn3ncc(C)n3)nc3cnc4ccc(cc4c23)C#N)C(F)(F)C1
wild_551390,7.04,CN1CC(n2c(Cn3ncc(C)n3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551352,4.48,CN1CC(n2c(Cn3nnc(C)n3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_522435,4.54,CN1CC(n2c(nc3cnc4ccc(cc4c23)C#N)C2CCC(F)C2)C(F)(F)C1
wild_50399021,400,Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1Cl
wild_50545945,81,Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F
wild_678027,33.9,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(CO)n1
wild_677992,79.4,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(n1)C(F)(F)F
wild_677967,16.2,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(n1)C(F)F
wild_677965,6.76,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(n1)C(N)=O
wild_677994,18.2,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(n1)C1CC1
wild_677963,12.6,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(n1)-c1ccc(F)cc1
wild_677961,81.3,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(n1)-c1ccncc1
wild_677982,16.6,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(Oc2ccccc2)n1
wild_677978,27.5,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(OCC(F)F)n1
wild_678022,52.5,Cn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)cn1
wild_185560,7.47,Cn1cc(nc1C#N)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_254933,97,Cn1cc(Nc2cc(-c3ccccc3)c3c(c[nH]c3n2)C#N)cn1
wild_593259,125,Cn1cc(Nc2ncc(F)c(OC[C@H]3CC[C@H](O)CC3)n2)c(Cl)n1
wild_577583,26,Cn1cc(Nc2ncc3cc(C#N)n([C@@H]4CCOC4)c3n2)c(OC2COC2)n1
wild_577584,266,Cn1cc(Nc2ncc3cc(C#N)n([C@H]4CCOC4)c3n2)c(OC2COC2)n1
wild_577599,9,Cn1cc(Nc2ncc3cc(C#N)n(C4CCOCC4)c3n2)c(OC2COC2)n1
wild_620800,36.8,Cn1cc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)c(n1)C(F)(F)F
wild_620931,5.14,Cn1cc(Nc2ncc3ccc(cc3n2)N2C3CCC(C3)C2=O)c(n1)C(F)(F)F
wild_492349,12.6,CN1CC[C@@H]([C@H](F)C1)c1cc2n(ncc2cc1C)-c1cc(nc(C)n1)N1CC(O)C1
wild_50508763,6.39,CN1CC[C@H](C1)n1c(Cc2cc(C)ncn2)nc2cnc3ccc(cc3c12)C#N
wild_551343,9.73,CN1CC[C@H](C1)n1c(Cc2cc(C)ncn2)nc2cnc3ccc(Cl)cc3c12
wild_551338,7.57,CN1CC[C@H](C1)n1c(Cc2cc(C)no2)nc2cnc3ccc(cc3c12)C#N
wild_551336,8.35,CN1CC[C@H](C1)n1c(Cc2cnc(C)cn2)nc2cnc3ccc(cc3c12)C#N
wild_551370,8.03,CN1CC[C@H](C1)n1c(Cc2cnc(C)cn2)nc2cnc3ccc(Cl)cc3c12
wild_551341,7.49,CN1CC[C@H](C1)n1c(Cc2ncc(C)o2)nc2cnc3ccc(cc3c12)C#N
wild_551340,5.26,CN1CC[C@H](C1)n1c(Cc2nnc(C)s2)nc2cnc3ccc(cc3c12)C#N
wild_551345,12.9,CN1CC[C@H](C1)n1c(Cc2noc(C)n2)nc2cnc3ccc(Cl)cc3c12
wild_551365,5.78,CN1CC[C@H](C1)n1c(Cn2cc(C)nn2)nc2cnc3ccc(Cl)cc3c12
wild_551337,5.53,CN1CC[C@H](C1)n1c(Cn2nnc(C)n2)nc2cnc3ccc(cc3c12)C#N
wild_522416,6.56,CN1CC[C@H](C1)n1c(nc2cnc3ccc(cc3c12)C#N)C1CCC(F)C1
wild_522418,59.6,CN1CC[C@H](C1)n1c(nc2cnc3ccc(F)cc3c12)C1CCC(F)C1
wild_50518328,63,CN1CC2(C1)CCN(CC2)c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1ccnnc1
wild_620816,1.24,CN1CC2(C1)CN(C2)c1cc2nc(Nc3cnn(c3Cl)C3(C)CC3)ncc2cc1Cl
wild_50518332,25,CN1CC2(C1)CN(C2)c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1ccnnc1
wild_620814,4.91,CN1CC2CC1CN2c1cc2nc(Nc3cnn(c3Cl)C3(C)CC3)ncc2cc1Cl
wild_50073840,51,CN1Cc2ccccc2N(C)c2nc(Nc3ccc(cc3Cl)C(=O)N3CCC(CC3)N3CCCCC3)ncc12
wild_678106,257,Cn1ccc(c1)-c1cccc(n1)C(=O)Nc1cnn(CC2CCC2)c1
wild_522406,14.2,CN1CCC(C1)n1c(nc2cnc3ccc(cc3c12)C#N)C1C[C@@](C)(F)C1
wild_522408,5.27,CN1CCC(C1)n1c(nc2cnc3ccc(cc3c12)C#N)C1C[C@H](F)C1
wild_522407,10.9,CN1CCC(C1)n1c(nc2cnc3ccc(cc3c12)C#N)C1CC[C@H](F)CC1
wild_522409,32.5,CN1CCC(C1)n1c(nc2cnc3ccc(cc3c12)C#N)C1CCOC1
wild_50518317,20,CN1CCC(CC1)c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1ccnnc1
wild_223544,3600,CN1CCC(CC1)c1nnc(o1)-c1cc(cnc1N)-c1ccc(C)cc1
wild_282573,180,CN1CCC(CC1)Nc1c(nnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C(N)=O
wild_50507977,1900,CN1CCC(CC1)Oc1nccc2[nH]nc(C)c12
wild_593079,125,CN1CCC(COc2nc(Nc3cn(nc3C)C(C)(C)C#N)ncc2Cl)CC1
wild_593081,300,CN1CCC(COc2nc(Nc3cn(nc3C)C3CC(C3)C#N)ncc2Cl)CC1
wild_593084,300,CN1CCC(F)(COc2nc(Nc3cn(nc3C)C3CC(C3)C#N)ncc2Cl)CC1
wild_50059313,53,Cn1ccc(n1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_678096,295,Cn1ccc(n1)-c1cccc(n1)C(=O)Nc1cnn(CC2CCC2)c1
wild_254930,48,Cn1ccc(Nc2cc(-c3ccccc3)c3c(c[nH]c3n2)C#N)n1
wild_593004,125,Cn1ccc(Nc2nccc(OC[C@@H]3CC[C@H](N)CC3)n2)n1
wild_593005,125,Cn1ccc(Nc2nccc(OC[C@H]3CC[C@H](N)CC3)n2)n1
wild_185384,40,CN1CCC2(CC1)CN(CCO2)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_620821,6.55,CN1CCC2(CCN(C2)c2cc3nc(Nc4cnn(c4Cl)C4(C)CC4)ncc3cc2Cl)C1
wild_620680,21,CN1CCC2(CCN(C2)c2cc3nc(Nc4cnn(CC(C)(C)O)c4Cl)ncc3cc2Cl)C1
wild_223543,970,CN1CCc2cc(ccc12)-c1cnc(N)c(c1)-c1nnc(o1)C1CC1
wild_223545,2200,CN1CCc2cc(ccc12)-c1cnc(N)c(c1)-c1nnc(o1)C1CCNCC1
wild_620709,25.6,CN1CCC2CCN(C2C1)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_185395,78,CN1CCCC(C1)Nc1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_634317,55,CN1CCCOc2ccc3[nH]nc(-c4cncc(COC1=O)c4)c3c2
wild_620670,180,CN1CCN(CC1(C)C)c1cc2nc(Nc3cnn(CC(F)F)c3C)ncc2cc1Cl
wild_50431902,281,CN1CCN(CC1)c1c(cnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C#N
wild_239510,32.9,CN1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(C=C(C)C)cc12
wild_239182,2.85,CN1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1cnn(C)c1
wild_620963,11.7,CN1CCN(CC1)c1cc2nc(Nc3cnn(C)c3Cl)ncc2cc1Cl
wild_50109533,6,CN1CCN(CC1)c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1cccnc1
wild_50518319,13,CN1CCN(CC1)c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1ccnnc1
wild_634364,55,CN1CCN(CC1)c1ccc-2cc1COC(=O)NCCCOc1ccc3[nH]nc-2c3c1
wild_50059423,1830,CN1CCN(CC1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_239372,37.7,CN1CCN(CC1=O)c1cc(ncn1)-c1n[nH]c2cc(F)c(cc12)-c1cnn(C)c1
wild_239511,36.2,CN1CCN(CC1=O)c1cc(ncn1)-c1n[nH]c2ccc(C=C(C)C)cc12
wild_239181,4.91,CN1CCN(CC1=O)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1cnn(C)c1
wild_620823,20,CN1CCN(CC1=O)c1cc2nc(Nc3cnn(c3Cl)C3(C)CC3)ncc2cc1Cl
wild_13530,8300,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1
wild_50441567,11,CN1CCN(Cc2ccc(cc2)-c2cnc3[nH]cc(-c4ccc5[nH]ccc5c4)c3c2)CC1
wild_50322535,160,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4cccnn34)cc2C(F)(F)F)CC1
wild_678061,1122,CN1CCN(CCCn2cc(NC(=O)c3csc(n3)-c3cn[nH]c3)cn2)CC1
wild_678083,9.12,Cn1cnc(c1)-c1nc(cs1)C(=O)Nc1cnn(c1)C1CCC1
wild_568950,550,Cn1nc(cc1C#N)C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1
wild_620983,4.11,Cn1nc(cc1Nc1ncc2cc(Cl)c(cc2n1)N1CCC(C)(O)CC1)C(C)(C)n1nccn1
wild_620959,5.97,Cn1nc(Cl)cc1Nc1ncc2cc(Cl)c(cc2n1)N1CCN(CC1)C1(C)COCC1O
wild_634460,550,Cn1nc-2cc1CCOC(=O)NCCCOc1ccc3[nH]nc-2c3c1
wild_620945,5.97,Cn1ncc(Cl)c1Nc1ncc2cc(Cl)c(cc2n1)N1CCN(CC1)C1(C)COCC1O
wild_50594458,0.081283,Cn1ncc(n1)C1CC1C(=O)Nc1cc2cc(N3CCN(CC3)C3(C)COCC3O)c(Cl)cc2cn1
wild_559577,55,Cn1ncc(Nc2ncc3c(Cl)cn(C)c3n2)c1Cl
wild_620794,19.3,Cn1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)c1C(F)(F)F
wild_620826,8.56,Cn1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COC2)c1Cl
wild_620915,2.07,Cn1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COCC2O)c1C(F)F
wild_620894,0.381,Cn1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2(C)COCC2O)c1Cl
wild_620873,1.59,Cn1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COCC2O)c1Cl
wild_620783,7.26,Cn1ncc(Nc2ncc3ccc(cc3n2)N2C3CCC(C3)C2=O)c1C(F)(F)F
wild_620785,3.19,Cn1ncc(Nc2ncc3ccc(cc3n2)N2C3CCC(C3)C2=O)c1C(F)F
wild_50269807,13,Cn1nccc1-c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1cccnc1
wild_239481,45.7,Cn1nccc1-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_678094,8511,Cn1nccc1-c1cccc(n1)C(=O)Nc1cnn(CC2CCC2)c1
wild_492315,12.6,CNC(=O)[C@H]1CN(CCO1)c1cc(nc(OC)n1)-n1ncc2cc(C)c(cc12)C1CCN(C)CC1(F)F
wild_50448122,36,CNC(=O)C(C)(C)n1cc(Nc2ncc(c(NC)n2)C(F)(F)F)c(C)n1
wild_677956,7.08,CNC(=O)c1nn(C)cc1NC(=O)c1csc(n1)-c1cn[nH]c1
wild_282679,1600,CNC(=O)c1nnc2cc(ccc2c1N[C@H](C)C1CC1)C(C)=C
wild_282680,1950,CNC(=O)c1nnc2cc(ccc2c1N[C@H](C)C1CC1)C1CC1
wild_50428693,168,CNC(=O)c1nnc2cc(ccc2c1N[C@H](C)C1CC1)-c1ccc(cc1)S(C)(=O)=O
wild_50428694,410,CNC(=O)c1nnc2cc(ccc2c1NC(C)C)-c1ccc(cc1)S(C)(=O)=O
wild_593070,125,CNC[C@H]1CC[C@H](COc2ccnc(Nc3ccc(cc3)N3CCOCC3)n2)CC1
wild_593076,300,CNC1(COc2nc(Nc3ccc(cc3)N3CCOCC3)ncc2Cl)CC1
wild_50428709,119,CNc1c(nnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C(N)=O
wild_677207,125,CNc1cc(Nc2nn(C)c3ncncc23)ncc1C(F)(F)F
wild_620763,19.5,CNc1cc2nc(Nc3cnn(C4CCN(CC4)C4(C)COC4)c3Cl)ncc2cc1Cl
wild_514982,550,CNc1ccc(C)c(c1)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_593069,300,CNC1CCCC(COc2ccnc(Nc3ccc(cc3)N3CCOCC3)n2)C1
wild_50583983,3540,CNC1CCN(CC1)c1ncnc2[nH]cc(-c3cccc(Cl)c3)c12
wild_677145,125,CNc1nc(Nc2c(C)[nH]c3c(cccc23)C#N)ncc1C(F)(F)F
wild_677142,125,CNc1nc(Nc2c(C)[nH]c3ccccc23)ncc1C(F)(F)F
wild_677102,125,CNc1nc(Nc2c(C)ccc3[nH]ncc23)ncc1C(F)(F)F
wild_677115,125,CNc1nc(Nc2c(C)ccc3n(C)ncc23)ncc1C(F)(F)F
wild_677143,125,CNc1nc(Nc2c(C)n(C)c3ccccc23)ncc1C(F)(F)F
wild_677141,125,CNc1nc(Nc2c(C)nn3ccccc23)ncc1C(F)(F)F
wild_677101,125,CNc1nc(Nc2c(F)ccc3[nH]ncc23)ncc1C(F)(F)F
wild_677117,125,CNc1nc(Nc2c(F)ccc3n(C)ncc23)ncc1C(F)(F)F
wild_50398673,43,CNc1nc(Nc2cc(C)c(cc2Cl)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_50398672,11,CNc1nc(Nc2cc(C)c(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_677132,125,CNc1nc(Nc2cc(CCC(=O)N3CCOCC3)cc3[nH]ncc23)ncc1C(F)(F)F
wild_677133,125,CNc1nc(Nc2cc(CCC(=O)N3CCOCC3)cc3n(C)ncc23)ncc1C(F)(F)F
wild_50398677,7,CNc1nc(Nc2cc(Cl)c(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_50398669,16,CNc1nc(Nc2cc(F)c(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_50398665,27,CNc1nc(Nc2cc(F)c(cc2OC)S(C)(=O)=O)ncc1C(F)(F)F
wild_50398675,24,CNc1nc(Nc2cc(OC)c(cc2Cl)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_50398671,63,CNc1nc(Nc2cc(OC)c(cc2F)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_50398676,21,CNc1nc(Nc2cc(OC)c(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_677199,125,CNc1nc(Nc2cc3[nH]ncc3cc2C=C)ncc1C(F)(F)F
wild_677097,125,CNc1nc(Nc2cc3nn(C)cc3cc2C)ncc1C(F)(F)F
wild_50398670,35,CNc1nc(Nc2ccc(C(=O)N3CCOCC3)c(F)c2OC)ncc1C(F)(F)F
wild_50398666,100,CNc1nc(Nc2ccc(cc2Cl)-c2nnnn2C)ncc1C(F)(F)F
wild_50396150,13,CNc1nc(Nc2ccc(cc2OC)C(=O)N2CCOCC2)ncc1Br
wild_50396147,105,CNc1nc(Nc2ccc(cc2OC)C(=O)N2CCOCC2)ncc1C#N
wild_50396148,9,CNc1nc(Nc2ccc(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F
wild_482160,20,CNc1nc(Nc2ccc(cc2OC)C(=O)N2CCOCC2)ncc1Cl
wild_50396149,418,CNc1nc(Nc2ccc(cc2OC)C(=O)N2CCOCC2)ncc1F
wild_677083,125,CNc1nc(Nc2ccc3cn[nH]c3c2OC)ncc1C(F)(F)F
wild_677094,125,CNc1nc(Nc2ccc3cnn(C)c3c2C)ncc1C(F)(F)F
wild_677093,125,CNc1nc(Nc2ccc3cnn(C)c3c2OC)ncc1C(F)(F)F
wild_677127,125,CNc1nc(Nc2cccc3[nH]nc(C)c23)ncc1C(F)(F)F
wild_677154,125,CNc1nc(Nc2cccc3cn[nH]c23)ncc1C(F)(F)F
wild_50426398,170,CNc1nc(Nc2ccn(C)n2)ncc1C(F)(F)F
wild_50426397,130,CNc1nc(Nc2ccnn2C)ncc1C(F)(F)F
wild_50426395,52,CNc1nc(Nc2cn(C)nc2C)ncc1C(F)(F)F
wild_384513,45,CNc1nc(Nc2cn(nc2[C@H]2C[C@H](C2)n2nccn2)C2CC2)ncc1C(F)(F)F
wild_50448111,14,CNc1nc(Nc2cn(nc2C)[C@H]2CCN(C[C@H]2F)C2COC2)ncc1C(F)(F)F
wild_50448118,3,CNc1nc(Nc2cn(nc2C)C(C)(C)C#N)ncc1C(F)(F)F
wild_50448120,140,CNc1nc(Nc2cn(nc2C)C(C)(C)C(=O)NC(C)C)ncc1C(F)(F)F
wild_50448119,53,CNc1nc(Nc2cn(nc2C)C(C)(C)C(=O)NCC(F)(F)F)ncc1C(F)(F)F
wild_50448116,30,CNc1nc(Nc2cn(nc2C)C2(CC2)C#N)ncc1C(F)(F)F
wild_50398663,51,CNc1nc(Nc2cnc(cc2OC)C2CCOCC2)ncc1C(F)(F)F
wild_50448110,19,CNc1nc(Nc2cnn([C@H]3CCN(C[C@@H]3F)C3COC3)c2Cl)ncc1C(F)(F)F
wild_50426396,99,CNc1nc(Nc2cnn(C)c2)ncc1C(F)(F)F
wild_50426402,41,CNc1nc(Nc2cnn(C)c2C)ncc1C(F)(F)F
wild_50426401,39,CNc1nc(Nc2cnn(C)c2Cl)ncc1C(F)(F)F
wild_50448117,5,CNc1nc(Nc2cnn(c2C)C(C)(C)C#N)ncc1C(F)(F)F
wild_50448115,22,CNc1nc(Nc2cnn(c2Cl)C2(CC2)C#N)ncc1C(F)(F)F
wild_384339,45,CNc1nc(Nc2cnn(C3CCCC3(C)O)c2C)ncc1C(F)(F)F
wild_50448112,20,CNc1nc(Nc2cnn(C3CCN(CC3)C3COC3)c2C)ncc1C(F)(F)F
wild_50448113,11,CNc1nc(Nc2cnn(C3CCOCC3)c2C)ncc1C(F)(F)F
wild_50448114,29,CNc1nc(Nc2cnn(C3COC3)c2C)ncc1C(F)(F)F
wild_50426403,28,CNc1nc(Nc2cnn(CC(C)(C)O)c2Cl)ncc1C(F)(F)F
wild_50448124,49,CNc1nc(Nc2cnn3C[C@H](C)OC(C)c23)ncc1C(F)(F)F
wild_50448126,20,CNc1nc(Nc2cnn3CC(C)(C)OCc23)ncc1C(F)(F)F
wild_50448123,42,CNc1nc(Nc2cnn3CCOC(C)c23)ncc1C(F)(F)F
wild_50448125,18,CNc1nc(Nc2cnn3CCOCc23)ncc1C(F)(F)F
wild_185420,45,CNc1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_50431914,9,CNS(=O)(=O)c1ccc(cc1)-c1ccc2c(NC(C)C)c(cnc2c1)C#N
wild_239391,4,CO[C@@H]1CCN(C1)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1cnn(C)c1
wild_239216,7.47,CO[C@@H]1CCN(C1)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_239383,36.2,CO[C@@H]1CN(C[C@H]1O)c1cc(ncn1)-c1n[nH]c2cc(F)c(cc12)-c1cnn(C)c1
wild_577591,109,CO[C@@H]1COC[C@@H]1n1c(cc2cnc(Nc3cn(C)nc3OC(C)C)nc12)C#N
wild_577590,270,CO[C@@H]1COC[C@H]1n1c(cc2cnc(Nc3ccc(cc3OC3COC3)C(C)(C)O)nc12)C#N
wild_577563,13,CO[C@@H]1COC[C@H]1ON(c1cnn(C)c1)c1ncc2cc(C#N)n([C@H]3COC[C@@H]3C)c2n1
wild_522429,272,CO[C@H]1C[C@@H](C1)c1nc2cnc3ccc(cc3c2n1C1CCOCC1(F)F)C#N
wild_620879,0.976,CO[C@H]1C[C@@H](C1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(C)(O)CC2)c1C
wild_620880,1.65,CO[C@H]1C[C@H](C1)n1ncc(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(C)(O)CC2)c1C
wild_522390,19.1,CO[C@H]1CC(C1)c1nc2cnc3ccc(Cl)cc3c2n1C1CCO[C@H](C)C1
wild_624780,10,CO[C@H]1CC[C@@H](CC1)n1nc2OCCCn3nc(Cl)c4cnc(Nc2c1Br)nc34
wild_624767,8.5,CO[C@H]1CC[C@@H](CC1)n1nc2OCCCn3nc(Cl)c4cnc(Nc2c1C)nc34
wild_239400,2.6,CO[C@H]1CCN(C1)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1cnn(C)c1
wild_239217,8.79,CO[C@H]1CCN(C1)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_620819,15.2,CO[C@H]1CCN(C1)c1cc2nc(Nc3cnn(c3Cl)C3(C)CC3)ncc2cc1Cl
wild_239436,7.7,CO[C@H]1CN(C[C@@H]1O)c1cc(ncn1)-c1n[nH]c2cc(F)c(OC(C)C)cc12
wild_239413,6,CO[C@H]1CN(C[C@@H]1O)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1cnn(C)c1
wild_239192,9.9,CO[C@H]1CN(C[C@@H]1O)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_577562,8,CO[C@H]1COC[C@@H]1ON(c1cnn(C)c1)c1ncc2cc(C#N)n([C@H]3COC[C@@H]3C)c2n1
wild_577586,41,CO[C@H]1COC[C@H]1n1c(cc2cnc(Nc3ccc(cc3OC3COC3)C(C)(C)O)nc12)C#N
wild_577592,83,CO[C@H]1COC[C@H]1n1c(cc2cnc(Nc3cn(C)nc3OC(C)C)nc12)C#N
wild_577588,27,CO[C@H]1COC[C@H]1n1c(cc2cnc(Nc3cn(nc3OC(C)C)[C@@H](C)C#N)nc12)C#N
wild_577587,7,CO[C@H]1COC[C@H]1n1c(cc2cnc(Nc3cn(nc3OC(C)C)[C@H](C)C#N)nc12)C#N
wild_577585,61,CO[C@H]1COC[C@H]1n1c(cc2cnc(Nc3cn(OC4COC4)nc3O[C@H](C)C(F)(F)F)nc12)C#N
wild_50552704,104,CO[C@H]1COC[C@H]1N1CCN(CC1)c1cc2n(ncc2cc1Cl)-c1cnn(c1)C12CC(C1)C2
wild_50432035,463,COC(=O)[C@@H](C)Sc1ccc2nnc(-c3cccs3)n2n1
wild_50432036,458,COC(=O)[C@H](C)Sc1ccc2nnc(-c3cccs3)n2n1
wild_50432066,76,COC(=O)C(C)Sc1ccc2ncc(-c3cccs3)n2n1
wild_677971,2.19,COC(=O)c1nn(C)cc1NC(=O)c1csc(n1)-c1cn[nH]c1
wild_239351,10.2,COC(=O)N1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(OC(C)C)cc12
wild_239298,39.12,COC[C@@H](C)Oc1ccc2[nH]nc(-c3cc(ncn3)N3C[C@H](C)O[C@H](C)C3)c2c1
wild_239299,35.5,COC[C@@H](C)Oc1ccc2[nH]nc(-c3cc(ncn3)N3CCO[C@H](C)C3)c2c1
wild_239297,56.2,COC[C@@H](C)Oc1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
